1,Москва
1,Абрамцево
1,Алабино
1,Апрелевка
1,Архангельское1
1,Ашитково
1,Байконур
1,Бакшеево
1,Балашиха
1,Барыбино
1,Белозёрский
1,Белоомут
1,Белые Столбы
1,Бородино (Московская обл.)
1,Бронницы
1,Быково (Московская обл.)
1,Валуево
1,Вербилки
1,Верея
1,Видное
1,Внуково
1,Вождь Пролетариата
1,Волоколамск
1,Вороново
1,Воскресенск
1,Восточный
1,Востряково
1,Высоковск
1,Голицыно (Московская обл.)
1,Деденево
1,Дедовск
1,Дзержинский
1,Дмитров
1,Долгопрудный
1,Домодедово
1,Дорохово
1,Дрезна
1,Дубки
1,Дубна
1,Егорьевск
1,Железнодорожный (Московск.)
1,Жилево
1,Жуковка
1,Жуковский
1,Загорск
1,Загорянский
1,Запрудная
1,Зарайск
1,Звенигород
1,Зеленоград
1,Ивантеевка (Московская обл.)
1,Икша
1,Ильинский (Московская обл.)
1,Истра
1,Калининец
1,Кашира
1,Керва
1,Климовск
1,Клин
1,Клязьма
1,Кожино
1,Кокошкино
1,Коломна
1,Колюбакино
1,Королев
1,Косино
1,Котельники
1,Красково
1,Красноармейск (Московская обл.)
1,Красногорск
1,Краснозаводск
1,Краснознаменск (Московская обл.)
1,Красный Ткач
1,Крюково
1,Кубинка
1,Купавна
1,Куровское
1,Лесной Городок
1,Ликино-Дулево
1,Лобня
1,Лопатинский
1,Лосино-Петровский
1,Лотошино
1,Лукино
1,Луховицы
1,Лыткарино
1,Львовский
1,Люберцы
1,Малаховка
1,Михайловское
1,Михнево
1,Можайск
1,Монино
1,Московский
1,Муханово
1,Мытищи
1,Нарофоминск
1,Нахабино
1,Некрасовка
1,Немчиновка
1,Новобратцевский
1,Новоподрезково
1,Ногинск
1,Обухово
1,Одинцово
1,Ожерелье
1,Озеры
1,Октябрьский (Московская обл.)
1,Опалиха
1,Орехово-Зуево
1,Павловский Посад
1,Первомайский (Московская обл.)
1,Пески (Московская обл.)
1,Пироговский
1,Подольск
1,Полушкино
1,Правдинский
1,Привокзальный
1,Пролетарский
1,Протвино (Московская обл.)
1,Пушкино
1,Пущино
1,Раменское
1,Реутов
1,Решетниково
1,Родники (Московская обл.)
1,Рошаль
1,Рублево
1,Руза
1,Салтыковка
1,Северный
1,Сергиев Посад
1,Серебряные Пруды
1,Серпухов
1,Солнечногорск
1,Солнцево
1,Софрино
1,Старая Купавна
1,Старбеево
1,Ступино
1,Сходня
1,Талдом
1,Текстильщик
1,Темпы
1,Томилино
1,Троицк
1,Туголесский Бор
1,Тучково
1,Уваровка
1,Удельная
1,Успенское
1,Фирсановка
1,Фрязино
1,Фряново
1,Химки
1,Хотьково
1,Черкизово
1,Черноголовка
1,Черусти
1,Чехов
1,Шарапово
1,Шатура
1,Шатурторф
1,Шаховская
1,Шереметьевский
1,Щелково
1,Щербинка
1,Электрогорск
1,Электросталь
1,Электроугли
1,Юбилейный (Московская обл.)
1,Яхрома
2,Санкт-Петербург
2,Александровская
2,Бокситогорск
2,Большая Ижора
2,Будогощь
2,Вознесенье
2,Волосово
2,Волхов
2,Всеволожск
2,Выборг
2,Вырица
2,Высоцк
2,Гатчина
2,Дружная Горка
2,Дубровка
2,Ефимовский
2,Зеленогорск (Ленинградская обл.)
2,Ивангород
2,Каменногорск
2,Кикерино
2,Кингисепп
2,Кириши
2,Кировск
2,Кобринское
2,Колпино
2,Коммунар
2,Коммунар
2,Кронштадт
2,Лисий Нос
2,Лодейное Поле
2,Ломоносов
2,Луга
2,Павловск (Ленинградская обл.)
2,Парголово
2,Петродворец
2,Пикалёво
2,Подпорожье
2,Приозерск
2,Пушкин
2,Светогорск
2,Сертолово
2,Сестрорецк
2,Сланцы
2,Сосновый Бор
2,Тихвин
2,Тосно
2,Шлиссельбург
79,Бар
79,Бершадь
79,Браилов
79,Брацлав
79,Вапнярка
79,Вендичаны
79,Винница
79,Вороновица
79,Гайсин
79,Гнивань
79,Дашев
79,Жмеринка
79,Ильинцы
79,Казатин
79,Калиновка
79,Крыжополь
79,Ладыжин
79,Липовец
79,Литин
79,Могилев-Подольский
79,Мурованные Куриловцы
79,Немиров
79,Оратов
79,Песчанка
79,Погребище
79,Теплик
79,Томашполь
79,Тростянец
79,Тульчин
79,Тывров
79,Хмельник
79,Чечельник
79,Шаргород
79,Ямполь
3,Адыгейск
3,Майкоп (Адыгея)
80,Берестечко
80,Владимир-Волынский
80,Голобы
80,Головно
80,Горохов
80,Заболотье
80,Иваничи
80,Камень-Каширский
80,Киверцы
80,Ковель
80,Локачи
80,Луцк
80,Любешов
80,Любомль
80,Маневичи
80,Нововолынск
80,Ратно
80,Рожище
80,Старая Выжевка
80,Турийск
4,Акташ
4,Акутиха
4,Алейск
4,Алтайский
4,Баево
4,Барнаул
4,Белово (Алтайский край)
4,Белокуриха
4,Белоярск
4,Бийск
4,Благовещенск
4,Боровлянка
4,Бурла
4,Бурсоль
4,Быстрый Исток
4,Волчиха
4,Горно-Алтайск
4,Горняк
4,Ельцовка
